text,label
Yemek yediğim zaman.,Happy
Yemekte sevmediğim bir şey olduğu zaman.,Disgust
Yemekte karnı yarık olduğu zaman tiksiniyorum.,Disgust
Yemeği kendim yaptığım an.,Happy
Yemek yediğim zaman.,Happy
Yılan gördüğüm zaman.,Fear
İnsanlarla tartıştığım zaman.,Anger
İnsanlarla tartıştığım zaman.,Sadness
Birisi kustuğunda.,Disgust
Sınavda yüksek not aldığım zaman.,Happy
Annem bana sevdiğim yemekler yaptığında.,Happy
Lunaparktaki oyuncak havada kaldığı zaman.,Fear
Aç olduğum zaman.,Sadness
Anneannem aniden hastalandığı zaman.,Sadness
Yediğim yemekten kıl çıktığı zaman.,Disgust
"Gözde çıkan arpacığın , buğday olmadığını duyduğum zaman.",Surprise
Bir şeyi uzun süre uğraştıktan sonra başardığımda mutlu oluyorum.,Happy
Birisi önüme bir anda çıktığı zaman.,Fear
Birisi bana hakaret ettiği zaman.,Anger
Telefonum yere düşüp kırıldığı zaman.,Sadness
Yolda yürürken yerde hayvan ölüsü gördüğümde.,Disgust
Derse girecek öğretmenin okula gelmediğini öğrendiğim zaman.,Happy
Sınavdan yüksek not aldığım zaman.,Happy
Her şeye öfkelenirim.,Anger
Yemeğim yere düştüğü zaman.,Sadness
Aniden olan olaylar şaşırtır.,Surprise
Basket maçını kazandığımız zaman.,Happy
Yüksek beklediğim sınavdan düşük not almak.,Sadness
Arkadaşlarımla çok güldüğüm bir gün geçirdiğim zaman.,Happy
Ölümle ilgili bir durum olduğunda.,Fear
Birsinin yalan söylediğini anladığım an.,Anger
Sevdiklerimle aram kötü olduğu zaman.,Sadness
Ter kokusundan tiksinirim.,Disgust
Beklenmedik bir olay olduğu an.,Surprise
Hayatımda tadacağım zevklerle buluşmanın ilk anı.,Happy
Tuvaletteyken elektriklerin aniden kesilmesi.,Fear
Duygu ve sorumluluk işlerinin birbirine karıştırılmasına öfkelenirim.,Anger
Ezberci ruh ve sistemden tiksiniyorum.,Disgust
İnsanların bu kadar çıkarcı ve nankör olması.,Anger
İlk kez yurt dışına çıktığım zaman.,Happy
Araba kazası geçirmek.,Fear
En yakın arkadaşımın ihaneti.,Anger
Uzun süredir istediğim bir şey gerçekleşince.,Happy
Apartmanın çatısının kenarında durduğumda.,Fear
Arkadaşımın bana yalan söylediğini öğrendiğim an.,Anger
Köpeğim öldüğü zaman.,Sadness
Bazı deri hastalıklarına bakınca tiksinirim.,Disgust
Sevdiğim grup yeni bir albüm çıkarınca.,Happy
Arkadaşlarımla birlikte vakit geçirmek mutlu ediyor.,Happy
Küçükken alışveriş merkezinde annemi kaybetmiştim.,Fear
Aile içi yaşadığım tartışmalar.,Sadness
Arkadaşımın ölüm haberini aldığım zaman çok üzüldüm.,Sadness
İnsanların diğer yüzlerini gördüğüm an.,Surprise
Bir başkasının hakkımdaki düşüncesini öğrendiğim zaman.,Surprise
Bu okulu kazandığım zaman mutlu oldum.,Happy
Bir arkadaşımı kaybettiğim an.,Sadness
Arkadaşım ödevimi aldı ve bir daha geri vermedi.,Anger
Dayımın cilt kanseri olması.,Sadness
Yemeğimden kıl çıkması.,Disgust
Doğum günümde arkadaşlarımın sürpriz yapması.,Happy
Arkadaşlarım bana doğum günümde sürpriz yapmıştı.,Surprise
Köpek kovalamıştı.,Fear
Arkadaşımın yaptığı şakaya sinirlendim.,Anger
Arkadaşım trafik kazası geçirdiği zaman.,Fear
Serviste arkadaşım üstüme kustu.,Disgust
Babam bana telefon aldığı zaman.,Happy
Sürpriz  yapılması ve sınavdan yüksek not almak.,Happy
Yolda yürürken ölü bir kedinin kuyruğuna bastığımda korktum.,Fear
Haksızlık yapılması ve ukala insanlar.,Anger
Coğrafya sınavından çok düşük aldığımda.,Sadness
Hayvanların üzerindeki pireler.,Disgust
Yaşını hiç göstermeyen insanlar şaşırtıyor.,Surprise
Sınavlarda başarılı olduğumda ve ailemle iyi vakit geçirdiğimde.,Happy
Evde tek başıma kalmak ve gece yolda yalnız yürümekten korkarım.,Fear
"Haksızlık yapılması , görgüsüzlük ve benimle dalga geçilmesi öfkelendirir.",Anger
Arkadaş edinme konusunda sorunlarım var bu beni üzüyor.,Sadness
Karşımdakinin ağzı açık yemek yemesi.,Disgust
Düşük beklediğim sınavdan yüksek not aldığımda.,Happy
Bu okulu kazandığım zaman.,Happy
Metrodayken altından dumanlar çıkmaya başlamıştı. O zaman çok korkmuştum.,Fear
Arkadaşım derste kafama yumruk atmıştı.,Anger
Kısa boylu olduğum için herkes beni yaşımdan ufak sanıyor.,Sadness
Kardeşim üstüme kusmuştu.,Disgust
Babam bisiklet alıp sürpriz yapmıştı.,Happy
Huzurluysam mutluyum.,Happy
"Annemle birlikte arabada giderken lastik patladı, az kalsın kaza yapıyorduk.",Fear
Hakaret içeren cümleler duymak.,Anger
Sınavdan düşük not almak.,Sadness
Böceklerden tiksinirim.,Disgust
Bazı başarı hikayelerini öğrendiğimde şaşırmıştım.,Surprise
Sınavlardan istediğim gibi sonuç alırsam mutlu oluyorum.,Happy
Girdiğim sınava çalışmadıysam korkarım.,Fear
Verilen söz tutulmadığı zaman.,Anger
Örümceklerin bacaklarından.,Disgust
Düşük beklediğim sınavdan yüksek not aldığımda.,Happy
Tatillerin uzaması.,Happy
Telefonumu kaybettiğim zaman.,Sadness
Birisinin ölümü.,Sadness
Çinlilerin böcek yediklerini gördüğümde.,Disgust
"""İzmir'e"" kar yağdığı zaman.",Surprise
Sevdiğim bir yiyecek yediğim zaman.,Happy
"Babam ""Ankara'daki"" eylemdeydi. Ona bir şey oldu diye çok korktum.",Fear
Ciddiye alınmadığım zaman.,Anger
Sınavlardan düşük not aldığım zaman.,Sadness
Cübbeli Ahmet hocanın kızların öğretmenleri erkek olmamalı dediği zaman.,Surprise
Arkadaşlarımın yanımda olması.,Happy
Annem ve babam bazen sinir ediyor.,Anger
Annemle kavga etmek.,Sadness
Arkadaşlarımın arkamdan iş çevirmesi,Anger
Geriye baktığım zaman ne çok şey başardığımı gördüğümde.,Happy
"İnsanları kıran , hor gören birisine dönüşmekten korkuyorum.",Fear
İnsanların küçük düşürülmesi.,Anger
İnsanlara hakaret edilmesi ve şiddet uygulanması.,Anger
Yanıldığım zaman şaşırıyorum.,Surprise
İstediğim konsere gittiğim zaman mutlu oldum.,Happy
Yazlıkta tilkiyle karşılaşmıştım.,Fear
Arkadaşımın bile bile ayağıma basmasına.,Anger
En yakın arkadaşımın İngiltere ye taşınması.,Sadness
Kusmuk görmek.,Disgust
Babam bana telefon hediye aldığı zaman.,Happy
Matematik sınavından iyi not aldığım zaman.,Happy
Allah tan korkarım.,Fear
Basketbol oynarken saçma sapan pas atan arkadaşlarıma sinirleniyorum.,Anger
Yere tükürülmesi.,Disgust
Ailem ve arkadaşlarımla birlikte olduğum zamanlar.,Happy
Sevdiğim insanları kaybetmekten korkarım.,Fear
Bir işe konsantre olduğum sırada birisinin dikkatimi dağıtması.,Anger
Babamın iş dolayısıyla yurt dışında yaşaması.,Sadness
Kusan birisini görmek.,Disgust
Burs sonucumu gördüğüm an.,Happy
İngiliz Edebiyatı dersinden geçtiğim zaman.,Happy
Köpeklerden.,Fear
Basketbol oynarken genelde takım arkadaşlarıma sinirleniyorum.,Anger
Kötü not almak.,Sadness
Tükürük.,Disgust
Matematikten 100 aldığım zaman şaşırdım.,Surprise
Geçen sene giydiğim paltomdan para çıktığında mutlu oldum.,Happy
Düşük not almak.,Sadness
Yemek yerken konuşulması.,Disgust
Her para aldığımda mutlu oluyorum.,Happy
Ablamla kavga ederken babamın duymasından korkuyorum.,Fear
Annemin ders çalışmaya zorlaması.,Anger
Sınavdan kötü not almak.,Sadness
Pis insanlar.,Disgust
Uzun zamandır görmediğim bir arkadaşımı görmek.,Happy
Hep mutluyum.,Happy
Böcek fobim var.,Fear
Özel hayatıma saygısızlık yapıldığı zaman.,Anger
Toplum baskısı sebebiyle hayallerinden vazgeçmek zorunda kalınması.,Sadness
Kaba ve saygısız insanlar.,Anger
"""Bosna"" savaşının tarihinin çok yakın olduğunu öğrendiğimde.",Surprise
Hoşlandığım kız çıkma teklifimi kabul ettiği zaman.,Happy
Geceleri bazı garip sesler duyduğum zaman.,Fear
Duygularıma önem verilmediği zaman.,Sadness
Sevdiğim kız benden ayrıldığı zaman.,Sadness
Birisi burnunu karıştırdığı zaman.,Disgust
Bana değer verildiğini fark etmek.,Happy
Kaybetmekten korkarım.,Fear
Bu liseyi kazanamayan arkadaşıma üzülüyorum.,Sadness
Zeka seviyesi düşük espriler yapılması.,Anger
Yüksek beklediğim sınavdan düşük almak.,Sadness
Hep mutluyum.,Happy
Kötü insanlardan korkarım.,Fear
Haksızlığa uğradığımda.,Anger
Birisi bana sesini yükselttiğinde.,Anger
Yerde kusmuk görmek.,Disgust
Beklemediğim bir şey olduğu zaman.,Surprise
Gitar çaldığımda mutlu olurum.,Happy
Aniden karşıma çıktığı zaman.,Surprise
Ukala insanlara.,Anger
Sevdiğim birisinin vefatı.,Sadness
Siyasetçilerin boş konuşması.,Anger
İnsanların utanç verici şeyler yapıp umursamaması.,Anger
Sevdiğim çocuğu gördüğüm zaman.,Happy
Sınavlardan çok korkuyorum.,Fear
Dış görünüşün eleştirilmesi.,Anger
Sevdiğim çocuğu en yakın arkadaşım da seviyor.,Sadness
Yanımda birisi kusarsa tiksinirim.,Disgust
Ummadığım kişilerin benden yüksek not alması.,Surprise
Annem ile güzel vakit geçirdiğimizde.,Happy
Anneme bir şey olacağı düşüncesi.,Fear
Birisinin bir şeyi yapıp yapmayacağımı söylemesi.,Anger
Annemi üzgün gördüğüm zaman.,Sadness
Bir insanın kustuğunu görmek.,Disgust
Birisi bana hediye aldığı zaman.,Happy
Özgür olduğum zamanlar.,Happy
Ailemden birisini kaybetmek.,Sadness
Erkek arkadaşımın bakmak için telefonunu bana vermemesi.,Anger
Cahil insanlar beni üzüyor.,Sadness
50 60 yaşındaki erkeklerin küçük kızlarla  evlendirilmesi.,Anger
Babamın telefonu kapatırken öptüm demesi.,Surprise
Telefonum bozulduğu zaman.,Sadness
Benden hesap sorulduğu zaman.,Anger
Hayvan ölüsü gördüğümde.,Disgust
Ders boş olduğunda ve müzik dinlediğimde.,Happy
Korku filmi izlediğimde.,Fear
Çok çalıştığım sınavdan düşük not aldığımda.,Sadness
Sınavdan düşük not aldığımda.,Sadness
Temizlik kurallarına uyulmadığında.,Disgust
Annem bana hediye aldığında.,Happy
Genelde mutluyum.,Happy
Kalemimi saklayan arkadaşıma.,Anger
Erkekler tuvaletine girdiğimde.,Disgust
"""Göztepe"" şampiyon olduğu zaman.",Happy
Çok çalıştığım İngilizce sınavından düşük not aldığımda.,Sadness
Düşük not aldığımda.,Sadness
Tuvalette pisuvarda armut gördüğümde.,Disgust
Kimya sınavından yüksek not aldığımda.,Happy
Birisinin beni sevdiğini hissetmek.,Happy
Bir arkadaşımı kaybetmek.,Sadness
Öğretmenin gereksiz yere bana kızması.,Anger
Yemeğimden bir şey çıkması.,Disgust
Bu liseyi kazandığım zaman.,Happy
Deprem olduğu zaman.,Fear
Saçımla oynanması.,Happy
İngilizce sınavından düşük not aldığım zaman.,Sadness
Habersiz fotoğrafımın çekilmesi durumu.,Anger
Yüksek beklediğim sınavdan düşük alırsam.,Sadness
Birisini eğlendirdiğim zaman.,Happy
Köpekler tarafından saldırıya uğramak.,Fear
Adaletsizlik.,Anger
Üzülen bir insanı mutlu etmek için elimden bir şey gelmemesi.,Sadness
Böceklerden.,Disgust
Farklı bakış açılarını görmek.,Happy
Takdir belgesi aldığım zaman.,Happy
Sınavdan düşük almak en büyük fobim.,Fear
Saçlarım döküldüğü için üzülüyorum.,Sadness
Dil dersinden yüksek not alırsam.,Happy
Emeklerimin karşılığını aldığım zaman.,Happy
Böcekler.,Fear
Konuşurken karşımdakinin beni dinlemiyor olması.,Anger
Birisinin ölmesi ya da hastalığa yakalanması.,Sadness
Mutfaktaki sarı bez ve böcekler.,Disgust
Çok rahat bir şekilde yalan söylenmesi.,Anger
Hayallerimin gerçekleşmesi.,Happy
Haksızlık.,Anger
Geleceğimden korkuyorum.,Fear
Kendisine bilerek zarar verilmesi.,Sadness
Farklı yaşamlar süren insanlara.,Surprise
Tanımadığım insanlara yardım etmek.,Happy
Örümceklerden.,Fear
Sır verdiğim kişinin sırrımı başkalarına söylemesi.,Anger
Kusan birisini gördüğüm zaman.,Disgust
Asla olmaz dediğim şeylerin olması.,Surprise
Kantin fiyatları azaltıldığı zaman.,Surprise
Örümcek fobim var.,Fear
En sevdiğim öğretmenimin okuldan ayrılması.,Sadness
Tuvaletlerin pis olması.,Disgust
Sınavdan yüksek not aldığımda.,Happy
Düşük not aldığımda.,Sadness
Fiziksel görünüşüm hakkında dalga geçildiğinde.,Anger
Hiç arkadaşımın olmaması,Sadness
Kızlar ile erkeklerin fazla samimi olan hareketleri.,Anger
Ailemle vakit geçirdiğimde.,Happy
Sevdiğim insanların beni terk etmesi.,Sadness
Karşılıklı konuşurken söz hakkı verilmemesi.,Anger
Sevdiğim kişiden aynı sevgiyi görememek.,Sadness
İnsanlarla dalga geçilmesi.,Anger
Sevmediğim birisi hakkında olumlu şeyler duymak.,Surprise
Karanlıktan korkarım.,Fear
Boş olan derse başka bir öğretmenin gelmesi.,Anger
Sınavdan düşük not almak.,Sadness
Böcek ölüsü gördüğümde.,Disgust
Çok iyi geçen sınavdan düşük not almak.,Surprise
Güzel hissettiğim her an.,Happy
İstemeden birisini kırdığım zaman.,Sadness
Sümük gördüğüm zaman.,Disgust
Kendimi huzurlu ve enerjik hissettiğim zaman.,Happy
Yılanlardan korkarım.,Fear
Sınav sonucu düşük geldiği zaman.,Sadness
Çamurdan.,Disgust
Beklemediğim şeyler olduğu zaman.,Surprise
Sınavdan yüksek aldığımda.,Happy
Ani bir ses duyduğumda.,Fear
Birisi ile kavga ettiğimde.,Sadness
Birisini kaybettiğimde.,Sadness
Hamam böceği gördüğümde.,Disgust
Okulu kazandığım zaman.,Happy
Yazılıdan yüksek not almak.,Happy
Karanlık.,Fear
Birisinin bana suç atması.,Anger
Sevdiğim öğretmenimin bu sene dersimize girmeyeceğini öğrendiğimde.,Sadness
Birisinin burnunu karıştırması.,Disgust
Tatilde olmak.,Happy
Gelecekteki planlarımı uygulayamamak.,Sadness
Yaptığım işin laf olsun diye eleştirilmesi.,Anger
Farelerden.,Fear
Başarılı olmak.,Happy
Kaybetmek.,Fear
Haksızlık yapılması.,Anger
Kötü not almak.,Sadness
Yanımda birisinin öksürmesi.,Disgust
Zoru başarmak.,Happy
Sevdiğim bir şey alınması.,Happy
Sevdiklerimi kaybetmek.,Sadness
Enseme şaka da olsa vurulması.,Anger
İstemeden birisine zarar verdiğimde.,Sadness
Yemek sırasında hoş olmayan sesler duymak.,Disgust
Sürprizler beni şaşırtır.,Surprise
Bu okula nakil olduğum için mutluyum.,Happy
Çok fazla kan görmek.,Disgust
"Herhangi bir maçta ""Türkiye'nin"" kaybetmesi.",Sadness
Bu okula  nakil olmadan önce çok üzgündüm.,Sadness
Yüksek alacağımdan emin olduğum sınavdan düşük not almak.,Anger
Ders olmadığı günlerde mutluyum.,Happy
Kaybetmek.,Sadness
Öğretmenimin beni şikayet etmesi.,Anger
Osuruk kokusu.,Disgust
Güzel bir şey yaşadığımda.,Happy
Kardeşimin arkadaşı ile kavga ettiğim zaman.,Anger
Gereksiz yere bana bağırılması.,Anger
Çok yalnız kaldığımda.,Sadness
Yanımda birisinin gaz çıkartması.,Disgust
Sınavdan yüksek not almak.,Happy
Köpek tarafından kovalanmak.,Fear
Birisinin kendisini benden üstün görmesi.,Anger
Sevdiğim birisi ile kavga etmek.,Sadness
Birisinin üzerime kusması.,Disgust
Özel kişilerle birlikte olmak.,Happy
Yolda yürürken etrafta kimsenin olmaması.,Fear
Dalga geçilmesi.,Anger
Erkeklerin tuvaletten sonra ellerini yıkamaması.,Disgust
Ailemle birlikte olduğum her zaman.,Happy
Evde yalnızken elektriklerin kesilmesi.,Fear
Yalan söylenmesi.,Anger
Birisinin bana kötü bir şey söylemesi.,Anger
Arkadaşımın yere düşen böreği yerden alıp yemesi.,Disgust
Ağabeyimin yurt dışından gelip sürpriz yapması.,Happy
Tatillerde eski arkadaşlarım ile bir araya geldiğimiz zaman.,Happy
Kabus gördüğüm zaman.,Fear
Eşyalarıma zarar verilmesi.,Anger
Kötü söz duymak.,Sadness
Ağız şapırdatan birisini görmek.,Disgust
Dedem bana kulaklık aldığı zaman.,Happy
Gece karanlıkta soyut varlıkları düşündüğüm zaman.,Fear
Ailemden birisi üzüldüğü zaman.,Sadness
Kedi dışkısı.,Disgust
Başarı elde ettiğim zaman.,Happy
Sınav sonuçları açıklanırken.,Fear
Öğretmenin haksız yere beni sorgulaması.,Anger
Düşük not almak.,Sadness
Ekşimiş ayran içmek.,Disgust
Aşırı tepki gördüğümde.,Anger
Ankara ya kuzenimin yanında gittiğim zaman.,Happy
Evde yalnız kaldığım zaman.,Fear
Çok uzun zaman otobüs beklemek.,Anger
Hasta olduğum zaman.,Sadness
Otobüslerde pis kokan insanlar.,Disgust
Başarımın ödüllendirilmesi.,Happy
Kendimi savunmasız hissettiğim an.,Fear
Hakkımın yenmesi.,Anger
Futbol takımımızın yenilmesi.,Sadness
Kedi ölüsü gördüğüm an.,Disgust
Futbol turnuvasında yenildiğimiz zaman.,Sadness
Birisinin karşımda burnunu karıştırması.,Disgust
Ulaşmak istediğim hedefe ulaşmak.,Happy
Gelmek istediğim noktaya gelemeden ölmek.,Fear
Bisiklet yolunda yürüyen insanlar.,Anger
Doğru olduğunu düşündüğüm bir şey hakkında fikrimin değişmesi.,Surprise
Zor bir konuyu anlamak.,Happy
Öğretmenin bana sinirlenmesinden.,Anger
İngilizce den geçersiz not almak.,Sadness
Balık yemleri.,Disgust
Benim için değerli olan insanlarla vakit geçirdiğimde.,Happy
Anneme sınav sonucunu söyledikten sonraki tepkisinden.,Fear
Egoist insanlar.,Anger
Ailemin bir türlü başarımı takdir etmemesi.,Anger
İkiyüzlü ve yalancı insanlar.,Anger
Sürpriz yapıldığında.,Surprise
Bilmediğim bir yerde kaybolmak.,Fear
Birisi bana yalan söylediğinde.,Anger
Herhangi birisi ile tartıştığımda.,Anger
Ağız şapırdatarak yemek yenmesi.,Disgust
Kuzenim doğduğunda.,Happy
Sinemaya gitmek.,Happy
Kan alınması.,Fear
Fizik sınavlarının çok zor olması.,Anger
Okulun düzenlediği İngiltere gezisine gidememek.,Sadness
Karıncalardan tiksinirim.,Disgust
"""Kazı kazan'dan"" 200 TL kazandığımda.",Happy
Pasta ya da kek yapmak.,Happy
Karanlık.,Fear
Bir otobüsü çok beklemek.,Anger
Babamı az görüyor olmak.,Sadness
Pis kokan insanlar.,Disgust
Köpekler.,Fear
Arkamdan konuşulması.,Anger
Kuzenimin ölümü.,Sadness
Yılanlardan.,Fear
Yüksek not almak.,Happy
İyi not almak.,Happy
İstediğim bölüme girememek.,Sadness
Egoist insanların tavırları.,Anger
Birisi ile tartıştığımda.,Sadness
Sebze yemeklerinin kokusu.,Disgust
Sürprizler.,Surprise
Başarıyı yakaladığım an.,Happy
Maçlarda sakatlanmak.,Fear
Bir arkadaşımın bana yalan söylemesi.,Anger
Bana dürüst olunmaması.,Anger
Beklenmedik durumlar.,Surprise
Kitap okumak ve ailemle vakit geçirmek.,Happy
Aniden önüme çıkılması.,Fear
Test sorularını çözemediğim zaman.,Sadness
Ailemin herhangi bir sıkıntı yaşaması.,Sadness
Soyunma odasındaki koku.,Disgust
Beklenmedik davranışlar.,Surprise
Dizi ya da film izlerken.,Happy
Aniden ortaya çıkan hayvanlardan.,Fear
Yanlış soru çözdüğümde.,Sadness
Düşük not aldığımda.,Sadness
Sıcak olduğu zamanlar insanların ter kokması,Disgust
Beklemediğim sonuçlar almak.,Surprise
Sözel sınavlarda yüksek not almak.,Happy
Sınavı yetiştirememek.,Fear
Böceğin üstümde yürümesi.,Fear
Matematik sınavından çok düşük beklerken yüksek not almam.,Surprise
Doğum günlerim.,Happy
Arkadaşım burnunu kırdığı zaman.,Sadness
İlk kez lunaparkta oyuncağa bindiğim gün.,Happy
Odamda birisi var sandığımda.,Fear
Birisi beni sinir ettiğinde.,Anger
Arkadaşlarımla kavga ettiğimde.,Sadness
Böcek gördüğümde.,Disgust
Telefon almaya gittiğimiz gün.,Happy
Çikolata yemek.,Happy
Sınavdan düşük not almak.,Sadness
Hakkım olanı alamamak.,Anger
Kertenkelelerden.,Fear
Sınavda yüksek not almak.,Happy
Yüksek not almak.,Happy
Böcekler.,Fear
Oyun oynarken yenildiğim zaman.,Sadness
Düşük not almak.,Sadness
Pis bir yatakta yatmak.,Disgust
Fotokopi çektirdiğim zaman yüksek bir fiyat ödemek.,Anger
"Kardeşimin doğduğu, ağabey olduğum gün.",Happy
Yılanlardan.,Fear
Anneme küfür edilmişti.,Anger
Anneannemin beyin kanaması geçirmesi.,Sadness
Böcek görmek.,Disgust
Sınav olmayan günler.,Happy
Sınav sonuçları açıklanırken.,Fear
Her zaman  öfkeliyim.,Anger
Sınav zamanı.,Fear
Sınav tarihi açıklanırken.,Fear
Şampiyon olmak.,Happy
Uyandırılmak.,Anger
Ben bir şey anlatırken karşımdaki dinliyormuş gibi yapıp sonra ne diyordun diye sormasına öfkeleniyorum.,Anger
Bir konuda yanlış bir karar verip sonrasında pişman olduğum zaman üzülürüm.,Sadness
Uzun zamandır konuşmadığım birisinin mesaj atması.,Surprise
Taraftarı olduğum takımın başarı elde etmesi.,Happy
Deprem anı yaşamak.,Fear
Haksızlık.,Anger
Anne ve babamın ayrılması.,Sadness
Yanımdaki kişinin ağzının kokması.,Disgust
Yüksek not almak.,Happy
Beklemediğim bir anda gelen güzel haber.,Happy
Haksızlık ve ayrımcılık yapılması.,Anger
Ölüm haberi almak.,Sadness
İğrenç bir görüntü hayal ettiğimde.,Disgust
Korku evine gittiğimizde çok mutlu olmuştum.,Happy
Kedi tırmaladığı zaman kuduz olacağımı sandım.,Fear
Fizik sınavının çok zor olması.,Fear
Doğum yerim olan Almanyayı küçük yaşta ayrıldığımız için göremedim.,Sadness
Kafama kuş pislemişti.,Disgust
10 numara oyunundan 15 TL kazanmıştım.,Happy
Sarılmak.,Happy
Deprem.,Fear
Kavga.,Anger
Ailemden birisinin ölmesi.,Sadness
Ayak kokusu.,Disgust
"Öfke , korku , tiksinme ve üzülme yaşamadığım zamanlar mutlu olurum.",Happy
Kavga çıktığı zaman.,Fear
Bu anketi yaparak zamanımı boşa harcadığım için öfkeliyim.,Anger
Birisi ölünce.,Sadness
Kusan birisini gördüğümde.,Disgust
Bazı değişik kişileri gördüğüm zaman.,Surprise
Başarılı olduğum zamanlar.,Happy
Geleceğimden.,Fear
İnsanların benim yaptığım bir şeyi kendileri yapmış gibi göstermesi.,Anger
Kendim veya ailemin sağlığı bozulduğu zaman.,Sadness
Böcekler.,Disgust
Sınavdan iyi not alınca.,Happy
Karanlık.,Fear
Kopya çekilmesi.,Anger
Sınavda heyecandan yapabileceğim soruyu yapamadığım için üzüldüm.,Sadness
Okuldaki erkekler tuvaletinin pis kokusu.,Disgust
Sınav sonuçlarının beklediğim gibi olmaması.,Sadness
Sınavdan yüksek not alınca mutlu oluyorum.,Happy
Sınavlardan korkuyorum.,Fear
Sınavlara öfkeleniyorum.,Anger
Sınavdan düşük not alınca üzülüyorum.,Sadness
Sınavlardan tiksiniyorum.,Disgust
Sınavlara şaşırıyorum.,Surprise
İyi bir haber aldığımda ve bir şey kazandığımda.,Happy
Karanlıktan  ve gecelerden korkarım.,Fear
Yalan söylenmesi ve kırıcı konuşulması.,Anger
Arkadaşlarımla olmak.,Happy
Yalnız kalmaktan korkarım.,Fear
Yemek sırası beklemek ve herkesin önüme geçmesi.,Anger
Kantindeki fiyatların artması.,Anger
Arkadaşlarımla birlikte vakit geçirdiğimizde.,Happy
Asansöre binmekten korkarım.,Fear
"Babamın bana çok karışıp, kararlarıma saygı duymaması.",Anger
Sınavdan çok kötü bir not alınca.,Sadness
Böcek gördüğümde tiksinirim.,Disgust
Ummadığım birisiyle karşılaşınca.,Surprise
Bu liseyi kazanmak.,Happy
Trafik kazası geçirmek.,Fear
Kantinde suyun 75 kuruş olması.,Anger
Galatasaray'ın çeyrek finalde elenmesi.,Sadness
Sevdiğim bir yemeği yemek.,Happy
Çalışmadığım sınava girmek.,Fear
Bencil insanlara.,Anger
Aptal kişilerle konuşmak.,Anger
İnsanların sigara içmesi ve dumanının yüzüme üflenmesi.,Disgust
İstediğim liseye nakil olduğumu öğrendiğim an.,Happy
Kaybolan bir şeyimi bulmak.,Happy
Disipline gitmek.,Fear
Bir eşyamın izinsiz kullanılması.,Anger
Bir şeyimin kaybolması.,Sadness
Başkasının benim içtiğim şişeden su içmesi.,Disgust
Hiç beklemediğim bir şeyin olması.,Surprise
Sınıfım değiştiği zaman.,Sadness
Sınavlar.,Fear
Bazı kişilerin bu okulu kazanmış olmasına şaşırıyorum.,Surprise
Arkadaşımın bana kızması.,Sadness
Arkadaşım beni ret ettiğinde.,Anger
Arkadaşımın tırnaklarını yedikten sonra elini yaladığını gördüğüm zaman.,Disgust
Sınavdan 85 aldığım zaman.,Happy
Sınav sonuçlarımın güzel gelmesi ve bu liseyi kazanmam.,Happy
Trafik kazası geçirdiğimizde.,Fear
Kardeşimin durduk yere bana bağırması.,Anger
Çok yakın bir arkadaşımın dayısının kanser olduğunu öğrendiğimde.,Sadness
Yemeğimden bir şey çıkması.,Disgust
Yemeğimden saç çıktığı an.,Disgust
Birilerinin beni sevmesi ve başarılı olmak.,Happy
Çok çalıştığım bir şeyi başaramamak.,Sadness
Birisinin benimle dalga geçmesi.,Anger
Birisinin beni sevmemesi.,Sadness
Yemeğimden bir şey çıkması.,Disgust
Arkadaşımın bana kötü davranması.,Sadness
Doğum günleri.,Happy
Deprem olduğu an.,Fear
Bana yalan söylendiğini fark ettiğimde sinirlenirim.,Anger
Ülkede olan olaylarda ölen insanlara.,Sadness
Kusmuk ya da mide bulandırıcı bir şeyler görmek.,Disgust
Arkadaşım bacağını kırdığında şaşırdım.,Surprise
Sevdiğim kızla sevgili olduğum zaman.,Happy
Görmediğim şeylerden korkarım.,Fear
Kardeşimin ona rahatsız etme dememe rağmen rahatsız etmesi.,Anger
Arkadaşım üstüme kusmuştu.,Disgust
Kötü geçen sınavdan yüksek not alınca şaşırdım.,Surprise
Her an mutluyum.,Happy
Hamam böceklerinden korkarım.,Fear
Birisinin haksız olmasına rağmen üste çıkmaya çalışması ve birisinin çok ısrarcı olması sinirlendirir.,Anger
Annem ve babam tartıştıklarında.,Sadness
Birisinin yediğim yemeğimden ya da içtiğim sudan içmesi.,Disgust
Dersin boş geçtiği zamanlar.,Happy
Sokakta bir grup köpek görmek.,Fear
Dikkate alınmamak.,Anger
Çok yakın bir arkadaşımın ölümü.,Sadness
Eski bir arkadaşımla karşılaştığımda.,Surprise
Gülmek.,Happy
Yalnız ölmek.,Fear
Gereksiz eşek şakaları.,Anger
İnsanlara verdiğim değeri alamamak.,Sadness
Birisinin ağzının değdiğim bir kaşık ya da çataldan yemek yemek.,Disgust
Tanıdığımı sandığım insanların aslında öyle olmadığını anladığımda.,Surprise
"""Türkiye"" ""Çek Cumhuriyeti"" maçında 2-0 dan 3-2 ye getirmesi.",Happy
Arkadaşım küçükken bisikletimi kırmıştı.,Sadness
Anne ya da babamı kaybetmek.,Sadness
Ukala davranışlar.,Anger
Coğrafya sınavından 98 almıştım.,Happy
Her zaman mutluyum. Bir kuşun uçuşunu görmek bile mutlu ediyor.,Happy
"Salak , kaba ve yobaz insanlar.",Anger
Arabaların hayvanları ezmesi.,Sadness
Pırasa kokusu.,Disgust
